dish_id,total_calories,total_mass,ingredients,split,ingr_ids,ingredients_text
dish_1565208562,40.48,92.0,ingr_0000000006,train,[6],caesar salad
dish_1564432191,261.028381,220.0,ingr_0000000291;ingr_0000000367;ingr_0000000030;ingr_0000000029;ingr_0000000189;ingr_0000000031;ingr_0000000392;ingr_0000000094;ingr_0000000161;ingr_0000000007;ingr_0000000038;ingr_0000000312;ingr_0000000471,train,"[291, 367, 30, 29, 189, 31, 392, 94, 161, 7, 38, 312, 471]",salt lime lettuce mixed greens vinegar cucumbers pepperoni pizza onions olive oil cauliflower pineapple pepper cherry tomatoes
dish_1560370833,177.003006,99.0,ingr_0000000208;ingr_0000000275,train,"[208, 275]",ice cream cones frozen yogurt
dish_1563389742,569.417969,556.0,ingr_0000000471;ingr_0000000094;ingr_0000000105;ingr_0000000045;ingr_0000000033,train,"[471, 94, 105, 45, 33]",cherry tomatoes onions grilled chicken carrot bell peppers
dish_1561576449,77.0,308.0,ingr_0000000007,train,[7],cauliflower
dish_1559319826,45.029999,79.0,ingr_0000000013,train,[13],berries
dish_1561749711,300.077911,228.0,ingr_0000000332;ingr_0000000291;ingr_0000000518;ingr_0000000161;ingr_0000000515;ingr_0000000023;ingr_0000000471;ingr_0000000312,train,"[332, 291, 518, 161, 515, 23, 471, 312]",salmon salt thyme olive oil arugula brown rice cherry tomatoes pepper
dish_1566501382,283.529999,330.0,ingr_0000000012;ingr_0000000094;ingr_0000000471;ingr_0000000402;ingr_0000000045,train,"[12, 94, 471, 402, 45]",olives onions cherry tomatoes tuna carrot
dish_1565972384,432.243896,706.0,ingr_0000000437;ingr_0000000161;ingr_0000000128,train,"[437, 161, 128]",sweet potato olive oil egg whites
dish_1562613918,133.659988,207.0,ingr_0000000054;ingr_0000000133;ingr_0000000153;ingr_0000000291;ingr_0000000520;ingr_0000000473;ingr_0000000526;ingr_0000000161;ingr_0000000524;ingr_0000000515;ingr_0000000027;ingr_0000000021;ingr_0000000122,train,"[54, 133, 153, 291, 520, 473, 526, 161, 524, 515, 27, 21, 122]",apple shallots bulgur salt lemon juice cranberries mustard greens olive oil parsley arugula broccoli squash garlic
dish_1562613285,111.744507,84.0,ingr_0000000070;ingr_0000000054;ingr_0000000515;ingr_0000000520;ingr_0000000161;ingr_0000000526;ingr_0000000291;ingr_0000000425,train,"[70, 54, 515, 520, 161, 526, 291, 425]",figs apple arugula lemon juice olive oil mustard greens salt goat cheese
dish_1559581236,296.926727,212.0,ingr_0000000029;ingr_0000000367;ingr_0000000030;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000291;ingr_0000000189;ingr_0000000312;ingr_0000000179;ingr_0000000471,train,"[29, 367, 30, 161, 31, 94, 291, 189, 312, 179, 471]",mixed greens lime lettuce olive oil cucumbers onions salt vinegar pepper eggs cherry tomatoes
dish_1565809080,362.740021,485.0,ingr_0000000094;ingr_0000000471;ingr_0000000402;ingr_0000000045;ingr_0000000033,train,"[94, 471, 402, 45, 33]",onions cherry tomatoes tuna carrot bell peppers
dish_1560360030,193.880005,131.0,ingr_0000000008,train,[8],scrambled eggs
dish_1562008780,180.846405,195.0,ingr_0000000425;ingr_0000000189;ingr_0000000517;ingr_0000000201;ingr_0000000515;ingr_0000000029;ingr_0000000122;ingr_0000000007;ingr_0000000012;ingr_0000000213;ingr_0000000291;ingr_0000000082;ingr_0000000126;ingr_0000000161,train,"[425, 189, 517, 201, 515, 29, 122, 7, 12, 213, 291, 82, 126, 161]",goat cheese vinegar chard blueberries arugula mixed greens garlic cauliflower olives pears salt pecans mustard olive oil
dish_1562963484,100.539413,80.0,ingr_0000000030;ingr_0000000531;ingr_0000000029;ingr_0000000126;ingr_0000000045;ingr_0000000291;ingr_0000000189;ingr_0000000515;ingr_0000000161,train,"[30, 531, 29, 126, 45, 291, 189, 515, 161]",lettuce pumpkin seeds mixed greens mustard carrot salt vinegar arugula olive oil
dish_1558722473,149.649994,379.0,ingr_0000000471;ingr_0000000007;ingr_0000000054;ingr_0000000045,train,"[471, 7, 54, 45]",cherry tomatoes cauliflower apple carrot
dish_1567020366,111.459381,203.0,ingr_0000000016;ingr_0000000161;ingr_0000000312;ingr_0000000027;ingr_0000000291,train,"[16, 161, 312, 27, 291]",brussels sprouts olive oil pepper broccoli salt
dish_1566938059,463.246582,256.0,ingr_0000000133;ingr_0000000092;ingr_0000000291;ingr_0000000011;ingr_0000000520;ingr_0000000525;ingr_0000000161;ingr_0000000155;ingr_0000000021;ingr_0000000335;ingr_0000000046;ingr_0000000377;ingr_0000000122;ingr_0000000511,train,"[133, 92, 291, 11, 520, 525, 161, 155, 21, 335, 46, 377, 122, 511]",shallots wine salt cheese pizza lemon juice bok choy olive oil chicken thighs squash eggplant mushroom quinoa garlic spinach (cooked)
dish_1562947503,438.122009,408.0,ingr_0000000039;ingr_0000000433;ingr_0000000128;ingr_0000000013;ingr_0000000038,train,"[39, 433, 128, 13, 38]",sausage roasted potatoes egg whites berries pineapple
dish_1562691441,263.870972,232.0,ingr_0000000027;ingr_0000000008;ingr_0000000161;ingr_0000000192,train,"[27, 8, 161, 192]",broccoli scrambled eggs olive oil yam
dish_1562702469,541.730286,529.0,ingr_0000000338;ingr_0000000377;ingr_0000000007;ingr_0000000189;ingr_0000000094;ingr_0000000030;ingr_0000000471;ingr_0000000025;ingr_0000000291;ingr_0000000121;ingr_0000000012;ingr_0000000513;ingr_0000000319;ingr_0000000031;ingr_0000000161;ingr_0000000511;ingr_0000000033;ingr_0000000133;ingr_0000000525,train,"[338, 377, 7, 189, 94, 30, 471, 25, 291, 121, 12, 513, 319, 31, 161, 511, 33, 133, 525]",vinaigrette quinoa cauliflower vinegar onions lettuce cherry tomatoes beef salt watermelon olives millet feta cheese cucumbers olive oil spinach (cooked) bell peppers shallots bok choy
dish_1567022212,89.110001,197.0,ingr_0000000033;ingr_0000000045;ingr_0000000012;ingr_0000000471,train,"[33, 45, 12, 471]",bell peppers carrot olives cherry tomatoes
dish_1561577701,258.637756,263.0,ingr_0000000161;ingr_0000000094;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000007;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000189,train,"[161, 94, 291, 133, 511, 7, 525, 513, 25, 189]",olive oil onions salt shallots spinach (cooked) cauliflower bok choy millet beef vinegar
dish_1567024112,274.075806,116.0,ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000122;ingr_0000000291;ingr_0000000520;ingr_0000000021;ingr_0000000335;ingr_0000000161;ingr_0000000155;ingr_0000000046;ingr_0000000092;ingr_0000000377,train,"[11, 511, 133, 122, 291, 520, 21, 335, 161, 155, 46, 92, 377]",cheese pizza spinach (cooked) shallots garlic salt lemon juice squash eggplant olive oil chicken thighs mushroom wine quinoa
dish_1568314857,295.537689,162.0,ingr_0000000291;ingr_0000000025;ingr_0000000513;ingr_0000000525;ingr_0000000042;ingr_0000000189;ingr_0000000094;ingr_0000000133;ingr_0000000511;ingr_0000000161,train,"[291, 25, 513, 525, 42, 189, 94, 133, 511, 161]",salt beef millet bok choy avocado vinegar onions shallots spinach (cooked) olive oil
dish_1568318480,1119.280029,587.0,ingr_0000000029;ingr_0000000028;ingr_0000000161;ingr_0000000010;ingr_0000000027,train,"[29, 28, 161, 10, 27]",mixed greens chicken olive oil steak broccoli
dish_1558459395,208.115997,36.0,ingr_0000000077,train,[77],almonds
dish_1562689601,20.611706,37.0,ingr_0000000027;ingr_0000000161,train,"[27, 161]",broccoli olive oil
dish_1562775456,50.16,66.0,ingr_0000000437,train,[437],sweet potato
dish_1564516429,178.982971,186.0,ingr_0000000049;ingr_0000000527;ingr_0000000122;ingr_0000000033;ingr_0000000312;ingr_0000000524;ingr_0000000102;ingr_0000000094;ingr_0000000471;ingr_0000000012;ingr_0000000095;ingr_0000000161;ingr_0000000515;ingr_0000000542;ingr_0000000291;ingr_0000000367,train,"[49, 527, 122, 33, 312, 524, 102, 94, 471, 12, 95, 161, 515, 542, 291, 367]",fish chive garlic bell peppers pepper parsley snow peas onions cherry tomatoes olives artichokes olive oil arugula white beans salt lime
dish_1564514997,381.110779,396.0,ingr_0000000094;ingr_0000000367;ingr_0000000033;ingr_0000000291;ingr_0000000515;ingr_0000000514;ingr_0000000161;ingr_0000000524;ingr_0000000102;ingr_0000000045;ingr_0000000095;ingr_0000000527;ingr_0000000122;ingr_0000000049;ingr_0000000312;ingr_0000000542,train,"[94, 367, 33, 291, 515, 514, 161, 524, 102, 45, 95, 527, 122, 49, 312, 542]",onions lime bell peppers salt arugula wheat berry olive oil parsley snow peas carrot artichokes chive garlic fish pepper white beans
dish_1564428515,484.618347,479.0,ingr_0000000213;ingr_0000000133;ingr_0000000524;ingr_0000000094;ingr_0000000152;ingr_0000000116;ingr_0000000462;ingr_0000000448;ingr_0000000515;ingr_0000000189;ingr_0000000471;ingr_0000000122;ingr_0000000029;ingr_0000000045;ingr_0000000291;ingr_0000000126;ingr_0000000520;ingr_0000000518;ingr_0000000161;ingr_0000000514;ingr_0000000312;ingr_0000000377;ingr_0000000007,train,"[213, 133, 524, 94, 152, 116, 462, 448, 515, 189, 471, 122, 29, 45, 291, 126, 520, 518, 161, 514, 312, 377, 7]",pears shallots parsley onions cabbage mayonnaise pork jalapenos arugula vinegar cherry tomatoes garlic mixed greens carrot salt mustard lemon juice thyme olive oil wheat berry pepper quinoa cauliflower
dish_1565640812,297.929993,234.0,ingr_0000000320;ingr_0000000029;ingr_0000000028,train,"[320, 29, 28]",black beans mixed greens chicken
dish_1558630006,51.75,75.0,ingr_0000000440,train,[440],grapes
dish_1557862829,5.52,24.0,ingr_0000000036,train,[36],spinach (raw)
dish_1562871408,271.34198,228.0,ingr_0000000011;ingr_0000000291;ingr_0000000021;ingr_0000000026;ingr_0000000161,train,"[11, 291, 21, 26, 161]",cheese pizza salt squash white rice olive oil
dish_1563996251,39.5,158.0,ingr_0000000007,train,[7],cauliflower
dish_1565641915,326.76474,190.0,ingr_0000000011;ingr_0000000014;ingr_0000000161;ingr_0000000377,train,"[11, 14, 161, 377]",cheese pizza asparagus olive oil quinoa
dish_1558468731,320.325012,440.0,ingr_0000000029;ingr_0000000042;ingr_0000000028;ingr_0000000046;ingr_0000000027;ingr_0000000021,train,"[29, 42, 28, 46, 27, 21]",mixed greens avocado chicken mushroom broccoli squash
dish_1559841571,18.799999,5.0,ingr_0000000415,train,[415],cereal
dish_1562170331,263.830017,400.0,ingr_0000000121;ingr_0000000433;ingr_0000000013;ingr_0000000038,train,"[121, 433, 13, 38]",watermelon roasted potatoes berries pineapple
dish_1558722398,83.719994,161.0,ingr_0000000054,train,[54],apple
dish_1559061752,192.819992,124.0,ingr_0000000179,train,[179],eggs
dish_1560889008,41.293011,84.0,ingr_0000000045;ingr_0000000161;ingr_0000000291;ingr_0000000312,train,"[45, 161, 291, 312]",carrot olive oil salt pepper
dish_1565724588,266.720245,410.0,ingr_0000000485;ingr_0000000027;ingr_0000000161;ingr_0000000433;ingr_0000000529,train,"[485, 27, 161, 433, 529]",zucchini broccoli olive oil roasted potatoes chayote squash
dish_1558640039,40.18,98.0,ingr_0000000045,train,[45],carrot
dish_1562615070,14.471023,50.0,ingr_0000000021;ingr_0000000161;ingr_0000000291,train,"[21, 161, 291]",squash olive oil salt
dish_1562949162,64.919998,12.0,ingr_0000000004,train,[4],bacon
dish_1563996625,342.701141,215.0,ingr_0000000524;ingr_0000000010;ingr_0000000023;ingr_0000000448;ingr_0000000291;ingr_0000000133;ingr_0000000523;ingr_0000000006;ingr_0000000122;ingr_0000000189;ingr_0000000520;ingr_0000000161;ingr_0000000522,train,"[524, 10, 23, 448, 291, 133, 523, 6, 122, 189, 520, 161, 522]",parsley steak brown rice jalapenos salt shallots cilantro caesar salad garlic vinegar lemon juice olive oil tatsoi
dish_1563824304,75.800003,122.0,ingr_0000000012;ingr_0000000033;ingr_0000000094,train,"[12, 33, 94]",olives bell peppers onions
dish_1558028194,228.050003,172.0,ingr_0000000004;ingr_0000000458;ingr_0000000005,train,"[4, 458, 5]",bacon deprecated potatoes
dish_1562173742,81.149994,15.0,ingr_0000000004,train,[4],bacon
dish_1561662358,96.551003,91.0,ingr_0000000205,train,[205],corn on the cob
dish_1565812116,44.44017,36.0,ingr_0000000126;ingr_0000000291;ingr_0000000161;ingr_0000000201;ingr_0000000189;ingr_0000000515;ingr_0000000517;ingr_0000000312;ingr_0000000124,train,"[126, 291, 161, 201, 189, 515, 517, 312, 124]",mustard salt olive oil blueberries vinegar arugula chard pepper walnuts
dish_1558629444,225.459,39.0,ingr_0000000077,train,[77],almonds
dish_1562959766,431.126984,307.0,ingr_0000000312;ingr_0000000328;ingr_0000000180;ingr_0000000535;ingr_0000000462;ingr_0000000073;ingr_0000000508;ingr_0000000122;ingr_0000000162;ingr_0000000029;ingr_0000000291;ingr_0000000152;ingr_0000000161;ingr_0000000189;ingr_0000000525;ingr_0000000045;ingr_0000000026,train,"[312, 328, 180, 535, 462, 73, 508, 122, 162, 29, 291, 152, 161, 189, 525, 45, 26]",pepper sugar rice noodles green onions pork radishes soy sauce garlic parsnips mixed greens salt cabbage olive oil vinegar bok choy carrot white rice
dish_1558723123,51.988998,49.0,ingr_0000000205,train,[205],corn on the cob
dish_1561404485,511.373352,349.0,ingr_0000000031;ingr_0000000122;ingr_0000000029;ingr_0000000291;ingr_0000000367;ingr_0000000189;ingr_0000000161;ingr_0000000463;ingr_0000000514;ingr_0000000010;ingr_0000000312;ingr_0000000471;ingr_0000000007;ingr_0000000045,train,"[31, 122, 29, 291, 367, 189, 161, 463, 514, 10, 312, 471, 7, 45]",cucumbers garlic mixed greens salt lime vinegar olive oil beets wheat berry steak pepper cherry tomatoes cauliflower carrot
dish_1560527140,276.665314,138.0,ingr_0000000291;ingr_0000000032;ingr_0000000122;ingr_0000000526;ingr_0000000005;ingr_0000000161;ingr_0000000031;ingr_0000000036;ingr_0000000189;ingr_0000000004;ingr_0000000126,train,"[291, 32, 122, 526, 5, 161, 31, 36, 189, 4, 126]",salt tomatoes garlic mustard greens potatoes olive oil cucumbers spinach (raw) vinegar bacon mustard
dish_1562086564,286.809998,287.0,ingr_0000000375;ingr_0000000008,train,"[375, 8]",fruit salad scrambled eggs
dish_1560787754,72.639999,68.0,ingr_0000000004;ingr_0000000013,train,"[4, 13]",bacon berries
dish_1563813501,694.123352,414.0,ingr_0000000052;ingr_0000000039;ingr_0000000038;ingr_0000000312;ingr_0000000004;ingr_0000000291;ingr_0000000008;ingr_0000000161;ingr_0000000016;ingr_0000000437,train,"[52, 39, 38, 312, 4, 291, 8, 161, 16, 437]",cheese sausage pineapple pepper bacon salt scrambled eggs olive oil brussels sprouts sweet potato
dish_1563563527,322.90625,302.0,ingr_0000000520;ingr_0000000161;ingr_0000000133;ingr_0000000122;ingr_0000000049;ingr_0000000471;ingr_0000000527;ingr_0000000525;ingr_0000000291;ingr_0000000524;ingr_0000000514;ingr_0000000380;ingr_0000000517,train,"[520, 161, 133, 122, 49, 471, 527, 525, 291, 524, 514, 380, 517]",lemon juice olive oil shallots garlic fish cherry tomatoes chive bok choy salt parsley wheat berry pizza chard
dish_1562871488,321.590912,393.0,ingr_0000000026;ingr_0000000312;ingr_0000000046;ingr_0000000021;ingr_0000000161;ingr_0000000016;ingr_0000000291;ingr_0000000011,train,"[26, 312, 46, 21, 161, 16, 291, 11]",white rice pepper mushroom squash olive oil brussels sprouts salt cheese pizza
dish_1558636868,46.248001,8.0,ingr_0000000077,train,[77],almonds
dish_1562963084,375.127289,424.0,ingr_0000000377;ingr_0000000515;ingr_0000000448;ingr_0000000520;ingr_0000000122;ingr_0000000433;ingr_0000000049;ingr_0000000471;ingr_0000000312;ingr_0000000161;ingr_0000000094;ingr_0000000073;ingr_0000000523;ingr_0000000291;ingr_0000000541,train,"[377, 515, 448, 520, 122, 433, 49, 471, 312, 161, 94, 73, 523, 291, 541]",quinoa arugula jalapenos lemon juice garlic roasted potatoes fish cherry tomatoes pepper olive oil onions radishes cilantro salt tomatillo
dish_1565107092,313.440002,444.0,ingr_0000000008;ingr_0000000128,train,"[8, 128]",scrambled eggs egg whites
dish_1561749750,330.527924,315.0,ingr_0000000471;ingr_0000000291;ingr_0000000027;ingr_0000000518;ingr_0000000161;ingr_0000000515;ingr_0000000023;ingr_0000000332;ingr_0000000312,train,"[471, 291, 27, 518, 161, 515, 23, 332, 312]",cherry tomatoes salt broccoli thyme olive oil arugula brown rice salmon pepper
dish_1558381206,342.388,153.0,ingr_0000000440;ingr_0000000077;ingr_0000000039;ingr_0000000029,train,"[440, 77, 39, 29]",grapes almonds sausage mixed greens
dish_1566488956,280.888275,489.0,ingr_0000000128;ingr_0000000161;ingr_0000000437;ingr_0000000037,train,"[128, 161, 437, 37]",egg whites olive oil sweet potato cantaloupe
dish_1564675240,502.878784,886.0,ingr_0000000121;ingr_0000000161;ingr_0000000440;ingr_0000000128;ingr_0000000437;ingr_0000000475,train,"[121, 161, 440, 128, 437, 475]",watermelon olive oil grapes egg whites sweet potato salsa
dish_1559593794,450.561432,380.0,ingr_0000000122;ingr_0000000377;ingr_0000000517;ingr_0000000155;ingr_0000000335;ingr_0000000021;ingr_0000000072;ingr_0000000291;ingr_0000000092;ingr_0000000124;ingr_0000000511;ingr_0000000312;ingr_0000000189;ingr_0000000515;ingr_0000000046;ingr_0000000161;ingr_0000000201;ingr_0000000520;ingr_0000000126;ingr_0000000531;ingr_0000000133,train,"[122, 377, 517, 155, 335, 21, 72, 291, 92, 124, 511, 312, 189, 515, 46, 161, 201, 520, 126, 531, 133]",garlic quinoa chard chicken thighs eggplant squash kale salt wine walnuts spinach (cooked) pepper vinegar arugula mushroom olive oil blueberries lemon juice mustard pumpkin seeds shallots
dish_1558462531,12.960001,72.0,ingr_0000000471,train,[471],cherry tomatoes
dish_1558640671,32.299999,95.0,ingr_0000000037,train,[37],cantaloupe
dish_1568061234,290.692169,358.0,ingr_0000000291;ingr_0000000011;ingr_0000000161;ingr_0000000016;ingr_0000000021;ingr_0000000038;ingr_0000000312;ingr_0000000377,train,"[291, 11, 161, 16, 21, 38, 312, 377]",salt cheese pizza olive oil brussels sprouts squash pineapple pepper quinoa
dish_1567801791,225.472412,111.0,ingr_0000000291;ingr_0000000328;ingr_0000000011;ingr_0000000433;ingr_0000000462;ingr_0000000525;ingr_0000000026;ingr_0000000312;ingr_0000000122;ingr_0000000508,train,"[291, 328, 11, 433, 462, 525, 26, 312, 122, 508]",salt sugar cheese pizza roasted potatoes pork bok choy white rice pepper garlic soy sauce
dish_1558636544,410.451019,71.0,ingr_0000000077,train,[77],almonds
dish_1560802092,118.031128,128.0,ingr_0000000140;ingr_0000000021;ingr_0000000036;ingr_0000000471;ingr_0000000244;ingr_0000000306;ingr_0000000518;ingr_0000000122;ingr_0000000291;ingr_0000000072;ingr_0000000514;ingr_0000000161;ingr_0000000148,train,"[140, 21, 36, 471, 244, 306, 518, 122, 291, 72, 514, 161, 148]",caesar dressing squash spinach (raw) cherry tomatoes chicken breast croutons thyme garlic salt kale wheat berry olive oil parmesan cheese
dish_1564170141,62.68,133.0,ingr_0000000094;ingr_0000000471;ingr_0000000012,train,"[94, 471, 12]",onions cherry tomatoes olives
dish_1563391647,27.390959,22.0,ingr_0000000515;ingr_0000000517;ingr_0000000201;ingr_0000000189;ingr_0000000161;ingr_0000000126;ingr_0000000082;ingr_0000000291;ingr_0000000122,train,"[515, 517, 201, 189, 161, 126, 82, 291, 122]",arugula chard blueberries vinegar olive oil mustard pecans salt garlic
dish_1558722931,439.356018,76.0,ingr_0000000077,train,[77],almonds
dish_1566333255,515.545227,372.0,ingr_0000000511;ingr_0000000122;ingr_0000000161;ingr_0000000006;ingr_0000000036;ingr_0000000094;ingr_0000000448;ingr_0000000513;ingr_0000000312;ingr_0000000133;ingr_0000000032;ingr_0000000033;ingr_0000000291;ingr_0000000011;ingr_0000000189;ingr_0000000525;ingr_0000000028;ingr_0000000025;ingr_0000000007,train,"[511, 122, 161, 6, 36, 94, 448, 513, 312, 133, 32, 33, 291, 11, 189, 525, 28, 25, 7]",spinach (cooked) garlic olive oil caesar salad spinach (raw) onions jalapenos millet pepper shallots tomatoes bell peppers salt cheese pizza vinegar bok choy chicken beef cauliflower
dish_1563207332,288.570007,241.0,ingr_0000000008;ingr_0000000192;ingr_0000000128;ingr_0000000161;ingr_0000000437,train,"[8, 192, 128, 161, 437]",scrambled eggs yam egg whites olive oil sweet potato
dish_1563827454,86.570007,248.0,ingr_0000000485;ingr_0000000006;ingr_0000000021;ingr_0000000027,train,"[485, 6, 21, 27]",zucchini caesar salad squash broccoli
dish_1563984701,275.200012,172.0,ingr_0000000510,train,[510],chicken apple sausage
dish_1561492687,105.605652,108.0,ingr_0000000161;ingr_0000000049;ingr_0000000122;ingr_0000000006;ingr_0000000194;ingr_0000000535;ingr_0000000534;ingr_0000000094;ingr_0000000291,train,"[161, 49, 122, 6, 194, 535, 534, 94, 291]",olive oil fish garlic caesar salad fried rice green onions country rice onions salt
dish_1566931217,333.108673,378.0,ingr_0000000367;ingr_0000000312;ingr_0000000515;ingr_0000000161;ingr_0000000094;ingr_0000000291;ingr_0000000095;ingr_0000000029;ingr_0000000033;ingr_0000000527;ingr_0000000049;ingr_0000000189;ingr_0000000042;ingr_0000000542;ingr_0000000463;ingr_0000000524;ingr_0000000102;ingr_0000000007;ingr_0000000122,train,"[367, 312, 515, 161, 94, 291, 95, 29, 33, 527, 49, 189, 42, 542, 463, 524, 102, 7, 122]",lime pepper arugula olive oil onions salt artichokes mixed greens bell peppers chive fish vinegar avocado white beans beets parsley snow peas cauliflower garlic
dish_1560455263,360.679474,360.0,ingr_0000000126;ingr_0000000521;ingr_0000000518;ingr_0000000524;ingr_0000000045;ingr_0000000029;ingr_0000000291;ingr_0000000312;ingr_0000000028;ingr_0000000516;ingr_0000000520;ingr_0000000009;ingr_0000000043;ingr_0000000189;ingr_0000000036;ingr_0000000485;ingr_0000000161;ingr_0000000112;ingr_0000000030;ingr_0000000531;ingr_0000000122;ingr_0000000021;ingr_0000000514;ingr_0000000515,train,"[126, 521, 518, 524, 45, 29, 291, 312, 28, 516, 520, 9, 43, 189, 36, 485, 161, 112, 30, 531, 122, 21, 514, 515]",mustard basil thyme parsley carrot mixed greens salt pepper chicken rosemary lemon juice wild rice green beans vinegar spinach (raw) zucchini olive oil honeydew melons lettuce pumpkin seeds garlic squash wheat berry arugula
dish_1558718088,219.419983,405.0,ingr_0000000054;ingr_0000000205;ingr_0000000037;ingr_0000000007,train,"[54, 205, 37, 7]",apple corn on the cob cantaloupe cauliflower
dish_1558725353,40.420002,94.0,ingr_0000000016,train,[16],brussels sprouts
dish_1564690138,190.499496,181.0,ingr_0000000213;ingr_0000000122;ingr_0000000357;ingr_0000000515;ingr_0000000043;ingr_0000000524;ingr_0000000520;ingr_0000000161;ingr_0000000291;ingr_0000000187;ingr_0000000312,train,"[213, 122, 357, 515, 43, 524, 520, 161, 291, 187, 312]",pears garlic lentils arugula green beans parsley lemon juice olive oil salt chickpeas pepper
dish_1562945803,50.295322,64.0,ingr_0000000338;ingr_0000000040;ingr_0000000029;ingr_0000000112;ingr_0000000294;ingr_0000000041,train,"[338, 40, 29, 112, 294, 41]",vinaigrette raspberries mixed greens honeydew melons granola blackberries
dish_1561749392,416.778564,210.0,ingr_0000000155;ingr_0000000161;ingr_0000000291;ingr_0000000122;ingr_0000000052;ingr_0000000332;ingr_0000000312;ingr_0000000523;ingr_0000000023;ingr_0000000515;ingr_0000000518;ingr_0000000060;ingr_0000000094;ingr_0000000032;ingr_0000000203,train,"[155, 161, 291, 122, 52, 332, 312, 523, 23, 515, 518, 60, 94, 32, 203]",chicken thighs olive oil salt garlic cheese salmon pepper cilantro brown rice arugula thyme tortilla onions tomatoes chili
dish_1563897837,118.470001,304.0,ingr_0000000121;ingr_0000000013,train,"[121, 13]",watermelon berries
dish_1561752509,321.482025,224.0,ingr_0000000060;ingr_0000000094;ingr_0000000155;ingr_0000000021;ingr_0000000052;ingr_0000000032;ingr_0000000291;ingr_0000000203;ingr_0000000122;ingr_0000000523;ingr_0000000161;ingr_0000000342,train,"[60, 94, 155, 21, 52, 32, 291, 203, 122, 523, 161, 342]",tortilla onions chicken thighs squash cheese tomatoes salt chili garlic cilantro olive oil turnips
dish_1565207865,112.960785,129.0,ingr_0000000524;ingr_0000000016;ingr_0000000153;ingr_0000000291;ingr_0000000473;ingr_0000000520;ingr_0000000133;ingr_0000000054;ingr_0000000122;ingr_0000000312;ingr_0000000161;ingr_0000000515;ingr_0000000526,train,"[524, 16, 153, 291, 473, 520, 133, 54, 122, 312, 161, 515, 526]",parsley brussels sprouts bulgur salt cranberries lemon juice shallots apple garlic pepper olive oil arugula mustard greens
dish_1567542813,316.638611,145.0,ingr_0000000026;ingr_0000000122;ingr_0000000523;ingr_0000000011;ingr_0000000161;ingr_0000000094;ingr_0000000155;ingr_0000000189;ingr_0000000072;ingr_0000000291;ingr_0000000520;ingr_0000000038,train,"[26, 122, 523, 11, 161, 94, 155, 189, 72, 291, 520, 38]",white rice garlic cilantro cheese pizza olive oil onions chicken thighs vinegar kale salt lemon juice pineapple
dish_1559581356,436.946686,294.0,ingr_0000000189;ingr_0000000027;ingr_0000000004;ingr_0000000291;ingr_0000000029;ingr_0000000179;ingr_0000000367;ingr_0000000030;ingr_0000000471;ingr_0000000312;ingr_0000000161;ingr_0000000031;ingr_0000000094,train,"[189, 27, 4, 291, 29, 179, 367, 30, 471, 312, 161, 31, 94]",vinegar broccoli bacon salt mixed greens eggs lime lettuce cherry tomatoes pepper olive oil cucumbers onions
dish_1568315001,504.709412,364.0,ingr_0000000332;ingr_0000000513;ingr_0000000025;ingr_0000000448;ingr_0000000046;ingr_0000000094;ingr_0000000367;ingr_0000000511;ingr_0000000133;ingr_0000000291;ingr_0000000525;ingr_0000000042;ingr_0000000189;ingr_0000000023;ingr_0000000036;ingr_0000000540;ingr_0000000520;ingr_0000000032;ingr_0000000161;ingr_0000000122;ingr_0000000523;ingr_0000000203,train,"[332, 513, 25, 448, 46, 94, 367, 511, 133, 291, 525, 42, 189, 23, 36, 540, 520, 32, 161, 122, 523, 203]",salmon millet beef jalapenos mushroom onions lime spinach (cooked) shallots salt bok choy avocado vinegar brown rice spinach (raw) ginger lemon juice tomatoes olive oil garlic cilantro chili
dish_1561576794,654.721252,738.0,ingr_0000000189;ingr_0000000133;ingr_0000000516;ingr_0000000518;ingr_0000000161;ingr_0000000201;ingr_0000000514;ingr_0000000517;ingr_0000000025;ingr_0000000028;ingr_0000000511;ingr_0000000094;ingr_0000000520;ingr_0000000341;ingr_0000000021;ingr_0000000335;ingr_0000000046;ingr_0000000038;ingr_0000000513;ingr_0000000124;ingr_0000000122;ingr_0000000428;ingr_0000000126;ingr_0000000519;ingr_0000000515;ingr_0000000312;ingr_0000000525;ingr_0000000007;ingr_0000000006;ingr_0000000291;ingr_0000000441;ingr_0000000521,train,"[189, 133, 516, 518, 161, 201, 514, 517, 25, 28, 511, 94, 520, 341, 21, 335, 46, 38, 513, 124, 122, 428, 126, 519, 515, 312, 525, 7, 6, 291, 441, 521]",vinegar shallots rosemary thyme olive oil blueberries wheat berry chard beef chicken spinach (cooked) onions lemon juice cream squash eggplant mushroom pineapple millet walnuts garlic white wine mustard oregano arugula pepper bok choy cauliflower caesar salad salt butter basil
dish_1560369080,55.050571,49.0,ingr_0000000122;ingr_0000000291;ingr_0000000126;ingr_0000000161;ingr_0000000201;ingr_0000000073;ingr_0000000036;ingr_0000000189,train,"[122, 291, 126, 161, 201, 73, 36, 189]",garlic salt mustard olive oil blueberries radishes spinach (raw) vinegar
